genes,logFC.genotypenpr4.4D,logFC.genotypenpr4.4D.treatmenttreated,logCPM,LR,PValue,FDR,AGI,symbol2,full_name
AT5G60800.2,0.03292912612754599,-1.3175536117002957,3.897298128276931,36.68456633626704,1.081552572352356e-8,2.577470179871196e-6,AT5G60800,HIPP3,EAVY METAL-ASSOCIATED ISOPRENYLATED PLANT PROTEIN3
AT1G08450.1,-0.09001239014952005,-0.7659864477981191,7.203884715559192,36.41989437154956,1.2345833665930793e-8,2.9214415693141302e-6,AT1G08450,AtCRT3;CRT3;EBS2;PSL1,A. thaliana calreticulin 3;calreticulin 3;EMS-MUTAGENIZED BRI1 SUPPRESSOR 2;PRIORITY IN SWEET LIFE 1
AT5G26270.1,-0.7801045424703777,-0.6538049475080115,1.7532211505408706,36.044720156984184,1.4893215273177753e-8,3.496244135095265e-6,AT5G26270,NA,NA
AT4G14040.1,0.2713545640804541,0.4865621390174666,7.166775203115171,36.032697676658735,1.4983011590194577e-8,3.496244135095265e-6,AT4G14040,EDA38;SBP2,EMBRYO SAC DEVELOPMENT ARREST 38;selenium-binding protein 2
AT1G03400.1,-0.677950070082147,-0.2519422886357346,5.004060049493212,35.705706952923286,1.76442925089278e-8,4.071406227094349e-6,AT1G03400,NA,NA
AT4G16680.1,0.8679113393548441,-0.02205014328319106,2.9523176286275956,35.700512708246286,1.769017645246637e-8,4.071406227094349e-6,AT4G16680,NA,NA
AT2G45760.1,-0.34432713068403975,-1.632535619445297,0.1287543153319207,35.67953550334122,1.7876698146594045e-8,4.086345653890158e-6,AT2G45760,BAL;BAP2,BON ASSOCIATION PROTEIN 1-LIKE;BON association protein 2
AT1G57640.1,2.187539458982439e-4,-2.3007686103138365,-0.9058316919777389,35.50701389513328,1.9487220453737225e-8,4.424389065449177e-6,AT1G57640,NA,NA
AT1G35516.1,-0.762195245544258,0.13421556478001737,4.0556786051314635,35.372838179638315,2.0839427538107838e-8,4.699640564667782e-6,AT1G35516,NA,NA
AT3G20600.1,-0.712843823074815,0.02921895052380556,3.8059053566206695,35.26896607639138,2.1950343722779638e-8,4.917169665152276e-6,AT3G20600,NDR1,non race-specific disease resistance 1
AT3G30720.1,-1.5848984468882223,0.2565480899322879,2.443320574697458,35.11594332265667,2.3695713708852522e-8,5.273002463873262e-6,AT3G30720,QQS,QUA-QUINE STARCH
AT5G24780.1,1.8084330689098582,-0.9629165224518205,4.454393866999626,34.99018126458283,2.523356883409678e-8,5.578278815548158e-6,AT5G24780,ATVSP1;VSP1,NA;vegetative storage protein 1
AT5G52540.1,-0.3325282922812606,-0.33989223690482023,5.252326574565308,34.97157931334172,2.5469360489036878e-8,5.593604255899458e-6,AT5G52540,NA,NA
AT4G23140.2,0.11879522550439159,-1.7552852649165287,4.878509009355845,34.91558175236583,2.6192548469750986e-8,5.705909920711464e-6,AT4G23140,CRK6,cysteine-rich RLK (RECEPTOR-like protein kinase) 6
AT3G07600.1,-0.7374062450331756,-0.8320129892745176,1.2449680025013081,34.90584768626797,2.6320339197377446e-8,5.705909920711464e-6,AT3G07600,NA,NA
AT4G22305.1,-0.7251266182611751,-0.0857670462015999,3.231119885745305,34.7693834378186,2.8178918234709955e-8,6.069666734120025e-6,AT4G22305,SOBER1,SUPPRESSOR OF AVRBST-ELICITED RESISTANCE 1
AT2G24160.1,-1.06842104870561,-0.011456388451787286,4.085051259665968,34.493097668127,3.235333163717594e-8,6.924437259059782e-6,AT2G24160,NA,NA
AT2G15042.1,-0.7945434321915749,0.035053092570747804,3.7435828606325066,34.44136858393241,3.320105142936656e-8,7.0608970261365515e-6,AT2G15042,NA,NA
AT1G49050.1,-0.2757492334320979,-0.3759707530648758,5.685452800832662,34.405664565939944,3.3799079012824184e-8,7.102996012103221e-6,AT1G49050,APCB1,"NA"
AT2G24945.1,5.27799029770696,1.337545988589911,-0.2204883590766443,34.40432188428531,3.382177733279315e-8,7.102996012103221e-6,AT2G24945,NA,NA
AT1G29830.3,1.2392157055379187,0.40667705862257925,0.7627239896750906,34.388912272355945,3.408337404636411e-8,7.113475370844266e-6,AT1G29830,NA,NA
AT5G07860.1,-0.5781234510203017,0.18148065720245432,4.7610994620766505,34.32633738116671,3.5166613287752927e-8,7.271555644282216e-6,AT5G07860,NA,NA
AT3G51920.1,0.0625080303582115,-0.7933666807000098,5.159151459331465,34.320261950320734,3.527360186947209e-8,7.271555644282216e-6,AT3G51920,ATCML9;CAM9;CML9,NA;calmodulin 9;CALMODULIN LIKE PROTEIN 9
AT4G23610.1,-0.05685844827958085,-1.2813571830425445,0.9570913961774417,34.27400075619053,3.609901063935191e-8,7.396335094533554e-6,AT4G23610,NA,NA
AT1G69870.1,0.5016135045748956,-0.026670211397961736,7.3105969082198845,34.18205001545639,3.7797419353298854e-8,7.69738718248211e-6,AT1G69870,AtNPF2.13;NPF2.13;NRT1.7,NA;NRT1/ PTR family 2.13;nitrate transporter 1.7
AT2G38390.1,-0.6719880782093222,0.3135578874793782,6.143247447041661,34.08266398115981,3.972313828954036e-8,8.040824655452621e-6,AT2G38390,NA,NA
AT1G16260.1,-0.549361021112274,-0.06450444240217401,4.9837214717991705,34.0093713057051,4.1205847837796615e-8,8.29101137153079e-6,AT1G16260,NA,NA
AT4G26270.1,-0.21506595535897016,-0.6096962604887319,4.141553731629063,33.95230411774655,4.2398533656769774e-8,8.48021147580225e-6,AT4G26270,PFK3,phosphofructokinase 3
AT1G17610.1,-0.8306254254462483,-0.10007985654437715,2.088779899355806,33.90524881353687,4.340789904445622e-8,8.630723217111348e-6,AT1G17610,CHS1,CHILLING SENSITIVE 1
AT5G26690.1,0.2888407546959013,-2.0302719579329436,0.7412091058123492,33.85767159879606,4.445289270402858e-8,8.78650647435746e-6,AT5G26690,NA,NA
AT4G11850.1,-0.1436135689543505,-0.49115662851432684,6.535860230240948,33.80238908217304,4.56987660234197e-8,8.979941145724847e-6,AT4G11850,MEE54;PLDGAMMA1,maternal effect embryo arrest 54;phospholipase D gamma 1
AT5G07130.1,-0.6006036459989136,0.05783568588011286,4.008721686652083,33.75739124915289,4.6738592364734374e-8,9.130873143254676e-6,AT5G07130,LAC13,laccase 13
AT2G27080.1,1.0550788470701522,-0.6940164184762577,5.175264752422683,33.66319383601218,4.8992582982060296e-8,9.51588886337104e-6,AT2G27080,NHL13,NDR/HIN1-like 13
AT4G07820.1,-0.738429950413181,-0.331270167169067,2.1289384388431642,33.33873130428591,5.762175485229646e-8,1.1127621876706125e-5,AT4G07820,NA,NA
AT3G05727.1,-1.2204986862369693,1.1651687783956952,5.410656904687578,33.140942808537176,6.361151024572813e-8,1.2214136955868325e-5,AT3G05727,NA,NA
AT2G46430.1,-0.4600434091257269,-0.36319909028765884,5.752234797154037,33.101911560842396,6.486512126537599e-8,1.2384078436131612e-5,AT2G46430,ATCNGC3;CNGC3;CNGC3.C,cyclic nucleotide gated channel 3;cyclic nucleotide gated channel 3;NA
AT5G41290.1,-1.8478444982029998,0.31281832821687183,0.17517935224474085,33.070466679353935,6.589301864447246e-8,1.246732611595361e-5,AT5G41290,NA,NA
AT4G13918.1,-1.3342236195610502,1.6252047433456642,2.8609062193274744,33.06591312861306,6.60432131611137e-8,1.246732611595361e-5,AT4G13918,NA,NA
AT2G15220.1,-0.822912891146981,-0.4164497703206547,3.7899995114006337,32.9512474394877,6.994030672725168e-8,1.312924126619615e-5,AT2G15220,NA,NA
AT5G02290.1,0.04466385582552995,-0.682753504073924,5.808632375136815,32.60067691944855,8.333989592739211e-8,1.555770657195683e-5,AT5G02290,NAK,"NA"
AT2G16870.1,-0.3851088292289997,-0.3619666998411311,3.2445225164464597,32.287871798640204,9.744907536689508e-8,1.8091070886621043e-5,AT2G16870,NA,NA
AT3G26600.1,-0.16089576073428855,-0.5173119615476205,4.556322666537741,32.21128949509628,1.0125287386121154e-7,1.8693950920244123e-5,AT3G26600,ARO4,armadillo repeat only 4
AT3G22886.1,1.866190632481094,-0.09904952132582463,0.30842185197207916,32.14141679061814,1.0485279788507461e-7,1.9252807183247415e-5,AT3G22886,MIR167A,microRNA167A
AT1G31580.1,-0.7704217352042526,-0.43484235735825794,9.63286215238644,32.10479677272309,1.0679033760659041e-7,1.9502005023133975e-5,AT1G31580,CXC750;ECS1,NA;NA
AT2G34660.1,0.3913815159747582,0.17888734447998075,6.852411537263103,32.05403732547461,1.0953533313167278e-7,1.9895168994002533e-5,AT2G34660,ABCC2;AtABCC2;ATMRP2;EST4;MRP2,ATP-binding cassette C2;Arabidopsis thaliana ATP-binding cassette C2;multidrug resistance-associated protein 2;NA;multidrug resistance-associated protein 2
AT5G60950.1,-0.10376334321148394,-0.7336187948995795,3.506514177105154,32.02964442421035,1.1087945551396912e-7,2.0031029377313928e-5,AT5G60950,COBL5,COBRA-like protein 5 precursor
AT4G25780.1,0.5609132300610743,1.7572042898151754,1.6997170974423514,31.852665840979128,1.2113830585732252e-7,2.1767322745549473e-5,AT4G25780,AtCAPE2,"NA"
AT2G41090.1,-0.9052981340353461,-0.05220458361703899,7.9513351793600995,31.833433957718647,1.223087833380671e-7,2.1860743285775164e-5,AT2G41090,CML10,calmodulin like 10
AT5G64060.1,1.6750450498326406,-0.8048165964011565,0.778865423106457,31.78536874145787,1.252837877696453e-7,2.2273999135638213e-5,AT5G64060,anac103;NAC103,NAC domain containing protein 103;NAC domain containing protein 103
AT3G11280.1,-0.01336201883340483,-0.8076551346090627,6.185251146501753,31.677788693745555,1.322073455871978e-7,2.3381216981163267e-5,AT3G11280,NA,NA
AT1G29020.1,0.04169728877622012,-1.0268526711794925,2.925035088311903,31.642627901016787,1.34552154063862e-7,2.3671316653685292e-5,AT1G29020,NA,NA
AT5G56230.1,-0.951649289464683,-0.20104945899983295,1.019189943485021,31.59575166309184,1.3774305170261536e-7,2.4106468871412923e-5,AT5G56230,PRA1.G2,prenylated RAB acceptor 1.G2
AT5G05410.1,0.6357752799960248,-1.322647713592132,3.870896729458593,31.541736289137557,1.4151386418331182e-7,2.4577577147043605e-5,AT5G05410,DREB2;DREB2A,DEHYDRATION-RESPONSIVE ELEMENT BINDING PROTEIN 2;DRE-binding protein 2A
AT1G74590.1,-0.4531114792503707,-0.38406354590390446,2.9928794057212573,31.536317475413245,1.4189780270598355e-7,2.4577577147043605e-5,AT1G74590,ATGSTU10;GSTU10,GLUTATHIONE S-TRANSFERASE TAU 10;glutathione S-transferase TAU 10
AT5G61210.1,0.011604455929326388,-0.6190651158801672,6.907376614954325,31.51326399113062,1.4354288509388093e-7,2.473501551243378e-5,AT5G61210,ATSNAP33;ATSNAP33B;SNAP33;SNP33,NA;NA;soluble N-ethylmaleimide-sensitive factor adaptor protein 33;NA
AT4G08100.1,-1.464194219417976,0.3098112634018963,1.5163203237787044,31.309596617005504,1.5893058402669568e-7,2.724686471665831e-5,AT4G08100,NA,NA
AT2G36750.1,1.4527041364193292,0.5482696895418018,1.0212227279670605,31.299196454304514,1.5975918853095116e-7,2.7249889609223458e-5,AT2G36750,UGT73C1,UDP-glucosyl transferase 73C1
AT3G45620.2,-0.32438729840767144,-0.2761227358360005,4.6682037193649935,31.20264983363565,1.6766046960271618e-7,2.845316716964883e-5,AT3G45620,NA,NA
AT1G52820.1,-0.7594088783705577,-0.2282100226035489,3.0571510814915093,31.12612423603497,1.7419993981574376e-7,2.9293261023954447e-5,AT1G52820,NA,NA
AT1G52030.2,1.505869538834176,-0.7406934696111622,2.5329367911889853,31.124353138037748,1.743542707217097e-7,2.9293261023954447e-5,AT1G52030,F-ATMBP;MBP1.2;MBP2,NA;NA;myrosinase-binding protein 2
AT5G24280.1,0.751234204490511,0.010986176968723107,3.3849447614699764,31.090511225034362,1.773296135850233e-7,2.964492375962166e-5,AT5G24280,GMI1,GAMMA-IRRADIATION AND MITOMYCIN C INDUCED 1
AT5G63195.1,0.3387519080701165,0.9026304820354566,3.218859933225003,31.046783147888377,1.812494506805557e-7,3.0150218028554613e-5,AT5G63195,NA,NA
AT1G69720.1,-0.2554551995457745,-1.0533711853102097,1.6715860812548782,31.006688837151817,1.8491965221212545e-7,3.054331245597993e-5,AT1G69720,HO3,heme oxygenase 3
AT3G63080.1,-0.0541499667590588,-0.6186854832412726,5.8412565259925575,31.001171350665757,1.8543050238140304e-7,3.054331245597993e-5,AT3G63080,ATGPX5;GPX5;GPXL5;MEE42,glutathione peroxidase 5;glutathione peroxidase 5;NA;maternal effect embryo arrest 42
AT5G66250.4,-0.41351416802071844,-0.2595696117550834,4.110263977303553,30.858570819008637,1.991344903667155e-7,3.2640571440499384e-5,AT5G66250,NA,NA
AT2G02810.1,-0.31739563401353604,-0.31253694742875415,4.740081015329387,30.82778364095282,2.0222360011562662e-7,3.2986006849928575e-05,AT2G02810,ATUTR1;UTR1,UDP-GALACTOSE TRANSPORTER 1;UDP-galactose transporter 1
AT5G47330.1,0.8761303872878867,0.17215003570174678,2.973751977906289,30.80055474389448,2.04995589648899e-7,3.327662706947973e-5,AT5G47330,NA,NA
AT5G44620.1,2.153230969211589,-1.4664348616332172,-0.41683816031186594,30.766387317303288,2.0852776092412033e-7,3.368725876236679e-5,AT5G44620,CYP706A3,"""cytochrome P450, family 706, subfamily A, polypeptide 3"""
AT4G04710.1,-1.6943001641720357,-0.03242882705178087,0.19488552177591792,30.707135490560695,2.147980086051659e-7,3.4534175527037246e-5,AT4G04710,CPK22,calcium-dependent protein kinase 22
AT4G17470.1,1.5091985661127842,-0.5362570586689199,2.6255623967056803,30.627102635260663,2.235677542939818e-7,3.577296990374465e-5,AT4G17470,NA,NA
AT5G27250.1,-1.4743234550434396,0.7212143329203927,0.9861047686044323,30.584558594919994,2.2837443472421472e-7,3.636889931565433e-5,AT5G27250,NA,NA
AT2G29120.1,0.03430445481723379,-0.7495060485155206,5.285766710747359,30.555836005212097,2.3167785121109772e-7,3.672093941695899e-5,AT2G29120,ATGLR2.7;GLR2.7;GLR2.7,glutamate receptor 2.7;GLUTAMATE RECEPTOR  2.7;glutamate receptor 2.7
AT3G57240.1,-0.2883754212829595,-1.3084308740492845,2.3604595230031298,30.42847193066992,2.469114750084221e-7,3.877711782152572e-5,AT3G57240,AtBG3;BG3;GNS3,"NA;beta-1,3-glucanase 3;&#946;-1,3-Glucanase 3"
AT1G34750.1,-0.21952695500644273,-0.39851589674982646,5.219571322330745,30.428090170279045,2.469586100174544e-7,3.877711782152572e-5,AT1G34750,CIPP1,CERK-1 interacting protein phosphatase 1
AT5G36930.2,-0.34680731872221593,-0.13853282707321482,5.4366955796679965,30.377727010223772,2.5325637912006726e-7,3.958102721484884e-5,AT5G36930,NA,NA
AT5G28460.1,0.3547482988665074,0.5893451600901746,4.109513347703943,30.215554005663336,2.7464760350412275e-7,4.272550357845154e-5,AT5G28460,NA,NA
AT4G33300.1,-0.07977910957752084,-0.5059110754331265,7.118124462517806,30.178979923022002,2.797163000560708e-7,4.3313489006839135e-5,AT4G33300,ADR1-L1,ADR1-like 1
AT4G33610.1,-0.7013615986833387,0.3199544306258334,5.293779903892987,30.132718052939484,2.8626180966145853e-7,4.4123712514882243e-5,AT4G33610,NA,NA
AT3G21250.2,0.31210805024274296,0.4854751090455489,6.131269991093974,30.011331191559556,3.0417410192254567e-7,4.667058526393324e-5,AT3G21250,ABCC8;ATMRP6;MRP6,ATP-binding cassette C8;ARABIDOPSIS THALIANA MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 6;multidrug resistance-associated protein 6
AT1G24260.2,1.6993139896857987,0.3460714582613549,2.579873862806674,29.9413021782353,3.150132646152632e-7,4.811398053455488e-5,AT1G24260,AGL9;SEP3,AGAMOUS-like 9;SEPALLATA3
AT2G47130.1,-0.3380231066987166,-0.5876850639781989,3.811854661704478,29.90469680335144,3.208319402064341e-7,4.878097219374027e-5,AT2G47130,AtSDR3;SDR3,NA;short-chain dehydrogenase/reductase 2
AT2G46240.1,0.0021717436114591622,-1.3464623965574918,5.616134662214261,29.8054186524664,3.371596343784759e-7,5.103260375849346e-5,AT2G46240,ATBAG6;BAG6,ARABIDOPSIS THALIANA BCL-2-ASSOCIATED ATHANOGENE 6;BCL-2-associated athanogene 6
AT1G71390.1,3.214783119720556,-6.6178623843808175,-1.7612212393803635,29.790935107821518,3.3961012994311724e-7,5.117300262936603e-5,AT1G71390,AtRLP11;RLP11,receptor like protein 11;receptor like protein 11
AT3G46230.1,0.5885715445720172,-1.9724920603108715,1.4584058887400322,29.776889028108695,3.4200362037283714e-7,5.1303596659678906e-5,AT3G46230,ATHSP17.4;HSP17.4,ARABIDOPSIS THALIANA HEAT SHOCK PROTEIN 17.4;heat shock protein 17.4
AT3G05730.1,-0.6911541888121586,0.11522550281442366,7.5081016512606835,29.662579244265785,3.6212020503467575e-7,5.4079836131445224e-5,AT3G05730,NA,NA
AT3G60160.1,0.6687232634484181,-0.20700802533759305,3.741809480708715,29.50190202543321,3.924129872966619e-7,5.834451858027626e-5,AT3G60160,ABCC9;ATMRP9;MRP9,ATP-binding cassette C9;multidrug resistance-associated protein 9;multidrug resistance-associated protein 9
AT2G36792.1,-0.2995258076200965,1.435307196440767,2.6514335321375797,29.4359217825221,4.0557464811878e-7,6.003576795633148e-5,AT2G36792,NA,NA
AT2G38170.3,0.35920447310067555,0.287171657350335,6.984000450537604,29.31373835862921,4.3112439055126715e-7,6.353790250571789e-5,AT2G38170,ATCAX1;CAX1;RCI4,NA;cation exchanger 1;RARE COLD INDUCIBLE 4
AT3G05660.1,-0.2555937586965342,-0.8772778695610771,4.8148745213361455,29.101516210720128,4.793867733380242e-7,7.034215876726763e-5,AT3G05660,AtRLP33;RLP33,receptor like protein 33;receptor like protein 33
AT1G53540.1,0.985274639375422,-3.021168723596472,0.8299625834130153,28.772973754086465,5.649735748655299e-7,8.254018288100668e-5,AT1G53540,NA,NA
AT3G61050.1,-0.5531745049200303,0.058773013152399904,6.051182168081837,28.660401136866255,5.976858422583541e-7,8.694129727950308e-5,AT3G61050,AtCLB;NTMC2T4;NTMC2TYPE4,calcium-dependent lipid-binding protein;NA;NA
AT4G36150.1,-0.6623379474994162,0.11537266609925496,4.1418976620973895,28.52877051310447,6.38346079347932e-7,9.24556248200397e-5,AT4G36150,NA,NA
AT4G29810.2,-0.07899914011705429,-0.5297625443210984,5.9928846212508216,28.43167885756148,6.70099633580405e-7,9.66381454402093e-5,AT4G29810,ATMKK2;MK1;MKK2,MAP kinase kinase 2;MAP KINASE KINASE 1;MAP kinase kinase 2
AT3G27940.1,-0.9287618490796306,-0.7770207946777331,0.4361981394858621,28.405829937116224,6.788165188181534e-7,9.747689173216918e-5,AT3G27940,LBD26,LOB domain-containing protein 26
AT2G36800.1,0.379109731830733,1.0901689224533315,4.3767156920257255,28.380300626415888,6.875369157520188e-7,9.830900188552908e-5,AT2G36800,DOGT1;UGT73C5,don-glucosyltransferase 1;UDP-GLUCOSYL TRANSFERASE 73C5
AT1G66160.1,0.9693838765556747,-1.037272546315114,3.7025762555746486,28.349423742324603,6.982337735280429e-7,9.941547143258177e-5,AT1G66160,ATCMPG1;CMPG1,"NA;""CYS, MET, PRO, and GLY protein 1"""
AT3G47010.1,-0.5218489575945839,-0.16914754423397355,2.876465869692977,28.338087349316677,7.022027375697731e-7,9.955871893594734e-5,AT3G47010,NA,NA
AT4G23220.1,-0.08057197374866301,-0.6368373708836724,5.387682850897625,28.295965751385538,7.171485208892747e-7,1.0125052352487987e-4,AT4G23220,CRK14,cysteine-rich RLK (RECEPTOR-like protein kinase) 14
AT5G54900.1,0.47522889972646765,-0.07327898670561353,5.932898085514107,28.082743266834946,7.978289319897713e-7,1.1217007436284641e-4,AT5G54900,ATRBP45A;RBP45A,RNA-binding protein 45A;RNA-binding protein 45A
AT1G61840.1,0.004768924451615242,-1.2367681576649403,2.384303311051487,27.99900460697475,8.319426710498883e-7,1.1647890680257643e-4,AT1G61840,NA,NA
AT3G14620.1,0.24431319372781743,-1.0224122194754717,6.364488827741307,27.84064171768287,9.004953295589245e-7,1.255537098084605e-4,AT3G14620,CYP72A8,"""cytochrome P450, family 72, subfamily A, polypeptide 8"""
AT3G21810.1,-0.29461432655932207,-0.25477844256027293,4.328634389258877,27.81082813889138,9.140193733918845e-7,1.26912723077331e-4,AT3G21810,NA,NA
AT1G15630.1,-1.1468256706100521,-0.7242485895656631,-0.5895910158350308,27.769059708696474,9.333086704219814e-7,1.285370281349352e-4,AT1G15630,NA,NA
AT3G48090.1,-0.15005995257851598,-0.8556924226349482,5.497872896656179,27.768932362284417,9.333680990692276e-7,1.285370281349352e-4,AT3G48090,ATEDS1;EDS1,NA;enhanced disease susceptibility 1
AT4G30290.1,0.1216129433468152,0.7200086260933073,4.198080962960545,27.705307742839736,9.635380374879005e-7,1.3215022504354463e-4,AT4G30290,ATXTH19;XTH19,XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE 19;xyloglucan endotransglucosylase/hydrolase 19
AT1G60095.1,-0.5397416114455859,-0.7054298640648107,1.8093983471302972,27.536247908929692,1.0485272950536335e-6,1.432220088146024e-4,AT1G60095,NA,NA
AT1G55430.1,-0.40835397412790186,-0.7268188141148133,1.571801380229488,27.504931366648634,1.0650746329996167e-6,1.448932705184337e-4,AT1G55430,NA,NA
AT1G10040.1,-0.5312740256083419,-0.3556246791345548,2.3033792937753215,27.489121706439335,1.0735272311842667e-6,1.4545428234779732e-4,AT1G10040,NA,NA
AT3G07610.3,-0.3440626473662741,-0.19148442223885337,5.107419558088352,27.406722292976415,1.1186799917878981e-6,1.509633939118753e-4,AT3G07610,IBM1,increase in bonsai methylation 1
AT2G41835.1,0.004720219863094986,-1.0857036492868746,3.6521684954988642,27.346965688819473,1.15260859097543e-6,1.549198154958256e-4,AT2G41835,NA,NA
AT5G06720.1,0.8024459032129608,0.2503951217377024,3.2377948427963945,27.28104541446765,1.1912317439288885e-6,1.5947318350397814e-4,AT5G06720,ATPA2;AtPRX53;PA2;PRX53,peroxidase 2;NA;peroxidase 2;peroxidase 53
AT1G55910.1,-0.4450954185162592,-0.29200934932470995,3.9486567348505632,27.222592218093347,1.226561159967598e-6,1.6355122260806044e-4,AT1G55910,ZIP11,zinc transporter 11 precursor
AT3G28540.1,0.2641537407895271,-1.409922532986662,3.6350431924121396,27.213114612065624,1.2323873854536549e-6,1.6367858073523204e-4,AT3G28540,NA,NA
AT2G29990.1,-0.17981112219288212,-0.767869937526334,3.2218043881845575,27.132773985568996,1.2829005451128172e-6,1.697166303814208e-4,AT2G29990,NDA2,alternative NAD(P)H dehydrogenase 2
AT1G78820.1,0.1447105447978712,0.5542470040724635,5.4228536510794925,26.963621443511492,1.3961240147963642e-6,1.8349200709539336e-4,AT1G78820,NA,NA
AT2G25900.1,-0.7900993265960934,0.7875637339699963,5.36435774728259,26.96100574598273,1.3979511283977353e-6,1.8349200709539336e-4,AT2G25900,ATCTH;ATTZF1,NA;A. THALIANA TANDEM ZINC FINGER PROTEIN 1
AT2G41880.1,-0.18131279972735656,-0.517738760193108,4.387861445050042,26.888575403818194,1.4495060685989913e-6,1.8817281851352157e-4,AT2G41880,AGK1;GK-1,NA;guanylate kinase 1
AT1G01680.1,1.4567035056479785,-4.05973095254098,0.865220924207708,26.887353218155248,1.4503921220695777e-6,1.8817281851352157e-4,AT1G01680,ATPUB54;PUB54,PLANT U-BOX 54;plant U-box 54
AT1G67148.1,-1.0442368477524706,0.190525765273097,2.6711574178569797,26.887325152521882,1.4504124752991512e-6,1.8817281851352157e-4,AT1G67148,NA,NA
AT1G21680.1,8.563317354729425e-5,0.6312094829975068,7.205584047730985,26.856134215817832,1.4732096413397215e-6,1.903953475703743e-4,AT1G21680,NA,NA
AT1G71030.1,-0.8358895395549365,1.5199142750327235,4.76553593226978,26.62604643037153,1.652827310093332e-6,2.1279043399906566e-4,AT1G71030,ATMYBL2;MYBL2,ARABIDOPSIS MYB-LIKE 2;MYB-like 2
AT1G66350.1,0.5395108538390884,0.14523261714536984,3.545201776000329,26.55858833999959,1.70952642542832e-6,2.192500265161924e-4,AT1G66350,RGL;RGL1,NA;RGA-like 1
AT1G29910.1,-0.5462985692207112,-0.1698713087440807,10.062570742071513,26.540951173940783,1.7246686947002099e-6,2.203510170316215e-4,AT1G29910,AB180;CAB3;LHCB1.2,NA;chlorophyll A/B binding protein 3;LIGHT HARVESTING CHLOROPHYLL A/B BINDING PROTEIN 1.2
AT2G20560.1,0.4589738212101664,-1.3596362437182532,5.116092994929754,26.487892784663746,1.7710350782463422e-6,2.2541788143649088e-4,AT2G20560,NA,NA
AT1G35140.1,1.3781149396728034,-0.7491198654937781,4.854209216894634,26.42781289679099,1.8250440241561274e-6,2.3141558226299694e-4,AT1G35140,EXL1;PHI-1,EXORDIUM like 1;PHOSPHATE-INDUCED 1
AT1G33760.1,2.3669781250308906,-1.0630042718948844,-0.17352234594752222,26.372466181708248,1.8762544338553238e-6,2.3701466724213003e-4,AT1G33760,ERF022,ETHYLENE RESPONSE FACTOR022
AT5G66010.1,-0.2534139771895406,-0.37926382046141077,4.038959956235153,26.246643234331906,1.99808443840697e-6,2.51459300746633e-4,AT5G66010,NA,NA
AT1G34440.1,5.664731780703921,-0.6379627667453631,-2.5305906335697665,26.13418633508988,2.113652281881387e-6,2.6501098498424763e-4,AT1G34440,NA,NA
AT1G52620.1,-0.5448074676499957,-0.15945447182588315,3.183162051716956,26.105751423501406,2.143917678423214e-6,2.674257510518616e-4,AT1G52620,PPR19,pentatricopeptide repeat protein 19
AT3G46090.1,1.356512940773364,-2.135735884862525,1.5300623756061063,26.101175010618135,2.148829021605935e-6,2.674257510518616e-4,AT3G46090,ZAT7,"NA"
AT5G39670.1,0.40197303188478106,-1.8236902616187383,2.4256720436879973,26.08798922032699,2.1630428296190122e-6,2.6820134745704076e-4,AT5G39670,NA,NA
AT5G44400.1,-0.5955148695380956,0.329383364589756,5.3811147850125645,26.0290544901251,2.227730407896022e-6,2.752066072283902e-4,AT5G44400,AtBBE26,"NA"
AT2G02360.1,-0.40889270350773654,-0.24792983082142311,4.01132732864788,25.924118496664857,2.347735648082037e-6,2.889692792925004e-4,AT2G02360,AtPP2-B10;PP2-B10,phloem protein 2-B10;phloem protein 2-B10
AT1G13550.1,0.969803784377408,-2.862006172802793,-0.44327957179921634,25.91040141393093,2.363893034859545e-6,0.00028989610860346876,AT1G13550,NA,NA
AT2G30920.1,0.453365437863247,0.20493552192393155,3.668868747576966,25.80254123670311,2.494878272940577e-6,3.048469080994519e-4,AT2G30920,ATCOQ3;COQ3;COQ3;EMB3002,coenzyme Q 3;NA;coenzyme Q 3;embryo defective 3002
AT5G27830.4,-0.14493932796442047,-0.4966733322377303,4.104432864125793,25.779697785110393,2.5235374455124188e-6,3.072315407395228e-4,AT5G27830,NA,NA
AT3G28300.1,-1.075188074664137,0.4595940715621431,4.1862668458379115,25.763481201987506,2.544082201765313e-6,3.075044969198491e-4,AT3G28300,AT14A,"NA"
AT3G28290.1,-1.075188074664137,0.4595940715621431,4.1862668458379115,25.763481201987506,2.544082201765313e-6,3.075044969198491e-4,AT3G28290,AT14A,"NA"
AT3G17510.1,0.20062685557943458,0.3628687861117007,5.626953098002673,25.749075458252708,2.5624730538484987e-6,3.0861727439217653e-4,AT3G17510,CIPK1;SnRK3.16,CBL-interacting protein kinase 1;SNF1-RELATED PROTEIN KINASE 3.16
AT4G04410.1,0.9342380305374347,0.1561514295131576,4.406498446418457,25.70613781417579,2.618081115768155e-6,3.141884344715769e-4,AT4G04410,NA,NA
AT3G17700.1,-0.4090808043594949,-0.3060854412354626,4.915381762014582,25.675046427648788,2.6590990014092475e-6,3.179752478482332e-4,AT3G17700,ATCNGC20;CNBT1;CNGC20,CYCLIC NUCLEOTIDE-GATED CHANNEL 20;cyclic nucleotide-binding transporter 1;cyclic nucleotide gated channel 20
