genes,logFC.genotypenpr1.1,logFC.genotypenpr1.1.treatmenttreated,logCPM,LR,PValue,FDR,AGI,symbol2,full_name
AT3G25610.1,-0.40753345071558017,-0.9251845105298443,5.328320466057996,27.065890055532456,1.3265286999370376e-6,1.1799698292933158e-5,AT3G25610,ALA10,Aminophospholipid ATPase10
AT4G37610.1,-1.4350351702727968,1.693358122985413,5.651865068761743,27.065416735047464,1.32684267369193e-6,1.1799698292933158e-5,AT4G37610,BT5,BTB and TAZ domain protein 5
AT3G46600.1,-1.0641911241323825,0.6840117915157814,5.942930394416956,27.032232811298037,1.3490412464264733e-6,1.1990763967575832e-5,AT3G46600,NA,NA
AT1G80850.1,-0.7212552001608131,0.4744095161356482,3.553743612114348,27.02563416539872,1.353499519768398e-6,1.2024028785081605e-5,AT1G80850,NA,NA
AT1G25230.1,-0.21216530557098812,1.2939327529583344,5.069078221820649,27.016068356342277,1.3599886849085084e-6,1.2075290654216719e-5,AT1G25230,NA,NA
AT5G08600.2,0.6459202378364173,0.17678117948365699,3.047826604622993,26.997475582104407,1.3726906157560294e-6,1.2181632146902028e-5,AT5G08600,NA,NA
AT2G28940.2,-0.5492537087048432,-0.1921002215959817,3.827215230020464,26.992114481089178,1.376375118324303e-6,1.220788047134634e-5,AT2G28940,NA,NA
AT5G63190.1,-0.564607083206109,0.746239727457404,6.182222400357989,26.95151504835096,1.4046006588221822e-6,1.245165512799675e-5,AT5G63190,MRF1,MA3 domain-containing translation regulatory factor 1
AT1G06450.1,0.7331078508094253,-0.03189600726445043,2.233177366397796,26.888596291065838,1.4494909305819315e-6,1.2842826024707735e-5,AT1G06450,NA,NA
AT1G67470.1,-1.1020605151517164,0.5368358344832881,3.427068976378626,26.877634156408174,1.457457500674146e-6,1.290149048068267e-5,AT1G67470,NA,NA
AT2G20250.1,0.5658524011321479,0.5539494301315354,1.971952215174153,26.87737274554632,1.4576480107349073e-6,1.290149048068267e-5,AT2G20250,NA,NA
AT1G21920.1,-0.011257251889970014,0.6127973246150334,5.352533338273166,26.856489341129073,1.4729480775461875e-6,1.3030044631226123e-5,AT1G21920,NA,NA
AT4G01250.1,-1.730112577730892,0.9723210984265425,4.985364729972933,26.844830152041922,1.4815598447890507e-6,1.3099328332953295e-5,AT4G01250,AtWRKY22;WRKY22,NA;NA
AT4G33670.1,-0.12531083927185113,0.7798252415707847,4.825799601852982,26.826826483572393,1.4949568090803745e-6,1.3210825584293114e-5,AT4G33670,NA,NA
AT1G76990.1,-0.7134310337175451,0.969014722829704,7.220153571064634,26.82420346697619,1.4969187436062733e-6,1.322120818813974e-5,AT1G76990,ACR3,ACT domain repeat 3
AT1G52770.1,-0.8134289684714716,-0.003288704940101844,2.6576913406491505,26.82217948923827,1.4984343754844863e-6,1.3227640080800781e-5,AT1G52770,NA,NA
AT3G59880.1,-0.33015669613378634,-1.3075156232784475,2.5374411662715173,26.805767005754845,1.5107814825864038e-6,1.3329631368681197e-5,AT3G59880,NA,NA
AT2G16630.1,-0.528983003910839,-0.11768629129647583,5.024083084211223,26.80136159724804,1.5141129551614654e-6,1.3352012353678454e-5,AT2G16630,FOCL1,FUSED OUTER CUTICULAR LEDGE1
AT1G33960.1,0.23077831210848662,-4.276394494168364,3.1863894915708606,26.797986125814667,1.5166705353275908e-6,1.3367548962732527e-5,AT1G33960,AIG1,AVRRPT2-INDUCED GENE 1
AT1G30420.1,-0.24115549483440285,-0.47171745698281176,5.758179650737616,26.776788627676904,1.5328308339484064e-6,1.3502897314892124e-5,AT1G30420,ABCC11;ATMRP12;MRP12,ATP-binding cassette C11;multidrug resistance-associated protein 12;multidrug resistance-associated protein 12
AT3G26932.1,0.2423348991765695,0.7312452432213121,3.7790729733551838,26.765070170103858,1.54183840343119e-6,1.3575127536289602e-5,AT3G26932,DRB3,dsRNA-binding protein 3
AT4G39070.1,-1.1832757434824894,1.5493272515308094,3.167466247471869,26.752102616370355,1.5518678187131952e-6,1.365627422030538e-5,AT4G39070,BBX20;BZS1;STH7,B-box domain protein 20;BZS1;SALT TOLERANCE HOMOLOG 7
AT3G01820.1,-0.18332331496121923,-0.7087836443682575,4.919219566459206,26.746482519341857,1.556234775377932e-6,1.36797878143441e-5,AT3G01820,NA,NA
AT4G35440.2,-0.016466367255440265,0.7901995757987912,4.290671245074245,26.744925863793096,1.5574465076283264e-6,1.36797878143441e-5,AT4G35440,ATCLC-E;CLC-E;CLCE,NA;chloride channel E;CHLORIDE CHANNEL E
AT3G01060.1,0.2878877549051913,0.49295503797175966,3.580329676274817,26.744598918551933,1.5577011283015312e-6,1.36797878143441e-5,AT3G01060,NA,NA
AT1G16520.1,-0.23493600883870483,-0.23472901888257588,4.9290423624369195,26.743696813079737,1.5584038921373355e-6,1.36797878143441e-5,AT1G16520,NA,NA
AT1G52040.1,1.3974291321783172,0.4661342978923108,3.3213748158341203,26.743430448669674,1.558611457625728e-6,1.36797878143441e-5,AT1G52040,ATMBP;MBP1,NA;myrosinase-binding protein 1
AT2G44140.1,-0.5909643956945786,0.37163047847903136,5.383616125990784,26.742190450983102,1.5595780945525116e-6,1.3681123974092763e-5,AT2G44140,ATG4A,autophagy 4a
AT1G80050.1,0.30463165262567776,0.65903930177084,2.952935161405033,26.737640845063854,1.5631298656758753e-6,1.37051245373116e-5,AT1G80050,APT2;ATAPT2;PHT1.1,adenine phosphoribosyl transferase 2;NA;NA
AT1G17590.1,-0.4736554220001886,-0.31972666826180174,3.585404300441894,26.727679271153892,1.5709349040005458e-6,1.376637217125987e-5,AT1G17590,NF-YA8,"""nuclear factor Y, subunit A8"""
AT4G26660.1,0.35943227594063126,0.19821769306106252,4.188722361212273,26.71679653047817,1.5795062413515927e-6,1.3834267647792184e-5,AT4G26660,NA,NA
AT4G23820.1,-0.02320606988925468,0.6926511044572901,6.7891665237157115,26.713859431165446,1.5818275287452725e-6,1.3840404014668869e-5,AT4G23820,NA,NA
AT4G27500.1,-0.12396245184755254,-0.4606058972823317,8.441693155076727,26.71382518235575,1.5818546168322058e-6,1.3840404014668869e-5,AT4G27500,PPI1,proton pump interactor 1
AT5G01520.1,-0.06741000497008486,1.1523337610253328,2.5276295493024987,26.70940189561802,1.5853569866749384e-6,1.3863827183317174e-5,AT5G01520,AIRP2;AtAIRP2,ABA Insensitive RING Protein 2;NA
AT5G22690.1,-0.2519744732541972,-0.4603143290678268,4.332214203721303,26.70187889614013,1.5913315361551745e-6,1.3908833754355242e-5,AT5G22690,NA,NA
AT2G19460.1,-0.6964654114112369,0.03492458064693051,3.2741811232665796,26.6996538805617,1.5931028900241611e-6,1.391666058487731e-5,AT2G19460,NA,NA
AT2G47650.2,-0.23540630068702692,-0.3775796312514365,6.588646641469363,26.698673681869963,1.5938838600692865e-6,1.391666058487731e-5,AT2G47650,UXS4,UDP-xylose synthase 4
AT1G07720.1,-0.15319223919132025,-0.4341429066767326,6.108482499691214,26.696602120094163,1.5955356297971624e-6,1.3923845737642874e-5,AT1G07720,KCS3,3-ketoacyl-CoA synthase 3
AT5G59420.1,-0.13164664855288835,-0.4038756568622519,6.496195003823093,26.672194282892317,1.615126717618303e-6,1.4087494148115197e-5,AT5G59420,ORP3C,OSBP(oxysterol binding protein)-related protein 3C
AT3G13470.1,-0.05991519059243105,-0.7648730236312179,7.8390287620763734,26.65147052419814,1.6319494729577881e-06,1.422683923000409e-5,AT3G13470,Cpn60beta2;CPNB2,chaperonin-60beta2;NA
AT5G50900.1,-0.3183896600439251,-0.11225605477185473,4.785640779068158,26.62711445746781,1.651944913543834e-6,1.4393683922522235e-5,AT5G50900,NA,NA
AT2G34780.1,0.5399269656140807,-0.29329116762598834,4.499912425349484,26.61173733790648,1.6646949426377724e-6,1.4497257823417284e-5,AT2G34780,EMB1611;MEE22,EMBRYO DEFECTIVE 1611;MATERNAL EFFECT EMBRYO ARREST 22
AT4G22740.1,-0.09355769560476837,-0.5301383596316933,5.166340067492312,26.60082715767483,1.6738008176686112e-6,1.4564469938128633e-5,AT4G22740,NA,NA
AT5G44930.1,0.5253994459417544,-0.13928483296772098,3.9282752240192584,26.60041383689515,1.6741467617433414e-6,1.4564469938128633e-5,AT5G44930,ARAD2,ARABINAN DEFICIENT 2
AT5G13210.1,1.0579344539080693,-0.5923799730608922,2.2376074813939018,26.583617474677,1.6882657533924843e-6,1.4679697925072643e-5,AT5G13210,NA,NA
AT4G00750.1,-0.8166531441786111,0.9536972972118792,4.69681892234618,26.56997771887966,1.6998188703359499e-6,1.4772507606194322e-5,AT4G00750,NA,NA
AT5G57710.1,-0.17397339597895678,-0.7862021127994826,7.802275725569545,26.563870833653347,1.705017101921385e-6,1.481002186927474e-5,AT5G57710,SMAX1,SUPPRESSOR OF MAX2 1
AT4G08040.1,-2.0454182310612294,1.6985554658542625,2.5181099135097536,26.562488689088788,1.7061957992169401e-6,1.4812601152995027e-5,AT4G08040,ACS11,1-aminocyclopropane-1-carboxylate synthase 11
AT4G38890.1,0.30181146619416627,0.22821372608275003,5.394966934971066,26.548914683865124,1.7178151402091868e-6,1.4899695096742356e-5,AT4G38890,NA,NA
AT3G61830.1,0.37064912084256607,0.24850252589461774,4.264938033830383,26.548697569862675,1.7180016311917342e-6,1.4899695096742356e-5,AT3G61830,ARF18,auxin response factor 18
AT3G23890.1,0.272132776721568,0.2082744263169039,5.842582426465706,26.54458476697864,1.7215381672461541e-6,1.4922662369230208e-5,AT3G23890,ATTOPII;TOPII,NA;topoisomerase II
AT2G02800.1,-0.42361609503882436,-0.33106411219887427,6.091918724302758,26.539207453571965,1.7261730203519444e-6,1.4954729544291112e-5,AT2G02800,APK2B;Kin2,protein kinase 2B;kinase 2
AT3G15630.1,-0.9359675553520428,1.701622015247679,5.780270649534688,26.538228676866456,1.7270179960667157e-6,1.4954729544291112e-5,AT3G15630,NA,NA
AT1G01340.2,-0.6139852928543059,0.004195484674365654,4.669857206393416,26.521253181510303,1.7417388742260201e-6,1.5074431400372444e-5,AT1G01340,ACBK1;ATCNGC10;CNGC10,NA;cyclic nucleotide gated channel 10;cyclic nucleotide gated channel 10
AT2G40815.1,-0.6971990440712365,1.277103053515505,4.104819101750744,26.497137895808507,1.7628672628110558e-6,1.524943725435784e-5,AT2G40815,NA,NA
AT1G13100.1,-0.8077893970977283,0.7179665266300093,3.8843903201346714,26.49518233706393,1.7645918010282668e-6,1.5256499055828024e-5,AT1G13100,CYP71B29,"""cytochrome P450, family 71, subfamily B, polypeptide 29"""
AT5G08630.1,-0.23697901335113813,-0.3160114093566414,5.187776919326982,26.455942541206415,1.7995547754976474e-6,1.5540250947761598e-5,AT5G08630,NA,NA
AT3G26210.1,-0.2244336876613536,-1.2666147019989502,5.4836518488795685,26.455697599747552,1.7997751817800383e-6,1.5540250947761598e-5,AT3G26210,CYP71B23,"""cytochrome P450, family 71, subfamily B, polypeptide 23"""
AT2G30920.1,0.46169991619012796,0.1771139476292595,3.6688083449301407,26.455000625531554,1.800402489526168e-6,1.5540250947761598e-5,AT2G30920,ATCOQ3;COQ3;COQ3;EMB3002,coenzyme Q 3;NA;coenzyme Q 3;embryo defective 3002
AT5G03380.1,-0.5866805211470371,0.012667880008599785,7.192231198802344,26.45421339817713,1.8011112920585646e-6,1.5540250947761598e-5,AT5G03380,NA,NA
AT4G09010.1,0.1630822520434938,0.5781001956030982,8.26654074204841,26.429736452628795,1.8232895809402816e-6,1.5723532684915703e-5,AT4G09010,APX4;TL29,ascorbate peroxidase 4;thylakoid lumen 29
AT3G09920.1,-0.33219164132851786,-0.40319510169237394,5.397981249185258,26.428491270510087,1.8244250981767494e-6,1.5725252552217142e-5,AT3G09920,PIP5K9,phosphatidyl inositol monophosphate 5 kinase
AT5G67385.1,-0.6884109953856838,0.6036199996987794,6.356562966006556,26.426405975284556,1.826328322673853e-6,1.573358435517849e-5,AT5G67385,NCH1,NRL PROTEIN FOR CHLOROPLAST MOVEMENT1
AT1G32170.1,-0.7508591115681839,0.8432967298213057,4.580240771784343,26.424053263899715,1.8284779985362821e-6,1.5744029675761662e-5,AT1G32170,XTH30;XTR4,xyloglucan endotransglucosylase/hydrolase 30;xyloglucan endotransglycosylase 4
AT1G77110.1,0.9638275649890058,-0.40773634907161777,2.199311486120521,26.421409210206527,1.8308968941088942e-6,1.5756781211134894e-5,AT1G77110,PIN6,PIN-FORMED 6
AT4G23030.1,-0.45667356863561065,-1.465315240047633,1.7101172897980812,26.41895444578584,1.8331454840430529e-6,1.5767843165803724e-5,AT4G23030,NA,NA
AT2G15820.1,0.282570225662161,0.24157597206137982,4.711875405750878,26.417957483460572,1.8340595003262383e-6,1.5767843165803724e-5,AT2G15820,OTP51,ORGANELLE TRANSCRIPT PROCESSING 51
AT2G24100.1,-0.09197999211971282,-0.7877381422043594,3.4412134127561496,26.38255886115619,1.8668100663590686e-6,1.6041198109854728e-5,AT2G24100,ASG1,ALTERED SEED GERMINATION 1
AT2G45850.1,-0.20927935325857694,1.183075865325989,4.90463851460382,26.36401127095406,1.8842030050278374e-6,1.6182375399520777e-5,AT2G45850,AHL9,AT-hook motif nuclear localized protein 9
AT5G17060.1,-0.01994297978373513,-0.719903682787538,3.5468651086302003,26.34970735886166,1.8977270461289622e-6,1.6290197571752905e-5,AT5G17060,ARFB1B;ATARFB1B,ADP-ribosylation factor B1B;ADP-ribosylation factor B1B
AT4G15233.2,-0.9584293124241287,0.1804412417748615,5.674752866657351,26.335639868764474,1.911122228265691e-6,1.6396804041182504e-5,AT4G15233,ABCG42,ATP-binding cassette G42
AT3G07650.1,-0.4651288499440863,0.9847445166512837,6.554919438244105,26.309994997165134,1.9357852524520314e-6,1.659992672585078e-5,AT3G07650,BBX7;COL9,B-box domain protein 7;CONSTANS-like 9
AT5G40390.1,0.5983359411366996,-1.1467031799776097,4.624975165890044,26.296795208698413,1.948603483332095e-6,1.6693281840079694e-5,AT5G40390,RS5;SIP1,raffinose synthase 5;seed imbibition 1-like
AT2G47060.4,-0.678356268356419,-0.09125199504510188,5.617331448036431,26.29612721080074,1.9492544235478483e-6,1.6693281840079694e-5,AT2G47060,PTI1-4,Pto-interacting 1-4
AT5G51970.1,-0.7405230090395343,0.7164987668944947,6.608433507644938,26.295718408379933,1.9496528942339642e-6,1.6693281840079694e-5,AT5G51970,ATSDH,SORBITOL DEHYDROGENASE
AT2G43290.1,-0.533794847888122,-0.047890387563272144,5.082202839450747,26.291689399964163,1.953584436918364e-6,1.6718423309114413e-5,AT2G43290,AtCML5;MSS3,NA;multicopy suppressors of snf4 deficiency in yeast 3
AT5G58250.1,0.2131115921550555,0.37175078932795386,7.365071361690121,26.279335499882272,1.9656889764669298e-6,1.6813446596572277e-5,AT5G58250,EMB3143;LCAA/YCF54,EMBRYO DEFECTIVE 3143;low chlorophyll accumulation/hypothetical chloroplast open reading frame 54
AT5G04870.1,-0.18441194706750028,-0.2992529986626375,6.997885034421518,26.27388063402228,1.9710575792354286e-6,1.685078690767225e-5,AT5G04870,ATCPK1;CPK1,NA;calcium dependent protein kinase 1
AT3G29320.1,-0.03533062787220539,0.7395938279119254,8.16386019086463,26.245524500459652,1.999202413427385e-6,1.7082706685232268e-5,AT3G29320,PHS1,alpha-glucan phosphorylase 1
AT5G15850.1,0.8225162905718949,-1.320887057096386,3.8549816341359158,26.23867161983344,2.00606431039751e-6,1.713262549586567e-5,AT5G15850,ATCOL1;BBX2;COL1,NA;B-box domain protein 2;CONSTANS-like 1
AT5G58590.1,-0.0160198723598382,-0.7740551366955867,5.266641755426189,26.21898576695891,2.0259073504202835e-6,1.7293301615706473e-5,AT5G58590,RANBP1,RAN binding protein 1
AT5G07570.1,-1.0075746299132706,0.4861816097666409,2.431600635314645,26.21143844593849,2.033566880128666e-6,1.7349867963068287e-5,AT5G07570,NA,NA
AT5G03490.1,-0.5502227399993008,-0.051077601635952326,3.8119960727507265,26.194591832966346,2.0507685831201584e-6,1.7487746917683018e-5,AT5G03490,UGT89A2,UDP glycosyltransferase 89A2
AT4G30210.1,-0.6910526255572306,0.1293399916290695,7.998949432382578,26.190572611700908,2.054893973295645e-6,1.75089560932903e-5,AT4G30210,AR2;ATR2,NA;P450 reductase 2
AT4G23810.1,-1.4695434502247386,-0.5230170049756153,5.417969386699313,26.19013827167211,2.055340283110213e-6,1.75089560932903e-5,AT4G23810,ATWRKY53;WRKY53,NA;NA
AT5G19250.1,-0.568690219564594,0.10542990489255633,7.830579296086065,26.187915108474385,2.0576262318222034e-6,1.7519545397050784e-5,AT5G19250,NA,NA
AT1G61420.1,0.07330808833787907,-1.2656282042562303,3.5971911365997267,26.185571278770187,2.060039008071366e-6,1.7531203291079475e-5,AT1G61420,NA,NA
AT1G22370.2,-0.45337983523453645,1.3634874999839488,3.5916450764943053,26.183942357665366,2.06171751202471e-6,1.7536603789621826e-5,AT1G22370,AtUGT85A5;UGT85A5,UDP-glucosyl transferase 85A5;UDP-glucosyl transferase 85A5
AT2G38400.2,0.23516174135651285,0.6007794169322399,4.483763117271385,26.18099940220772,2.064753516585517e-6,1.7553539638218672e-5,AT2G38400,AGT3,alanine:glyoxylate aminotransferase 3
AT2G22400.1,0.20193150765242798,0.27616434716672594,6.302708965376759,26.159222127935017,2.087358714961404e-6,1.773674206000841e-5,AT2G22400,AtTRM4b;TRM4B,NA;NA
AT2G21120.1,-0.37696752438342873,-0.10893979846392701,5.520401436592894,26.15444525063747,2.0923502017471645e-6,1.7770167360541262e-5,AT2G21120,AVI2;ENOR3,ANTIVIRAL RNAI-DEFECTIVE 2;enhancer of rdr6 3
AT3G50760.1,-0.10145955464947913,-1.8526870971800016,4.032498024979434,26.15203020650008,2.0948782868432995e-6,1.778264797406801e-5,AT3G50760,GATL2,galacturonosyltransferase-like 2
AT3G13960.1,0.15114527254590485,1.252583697264093,2.471300772265853,26.13900945061226,2.1085612284685418e-6,1.78897576146682e-5,AT3G13960,AtGRF5;GRF5,growth-regulating factor 5;growth-regulating factor 5
AT5G55930.1,-0.9819605007459076,0.17291403382370438,6.296839821389038,26.128622799932145,2.119540156825125e-6,1.797382892201175e-5,AT5G55930,ATOPT1;OPT1,ARABIDOPSIS THALIANA OLIGOPEPTIDE TRANSPORTER 1;oligopeptide transporter 1
AT3G62410.1,-1.0163430388578554,0.24804113184681803,7.371818161835345,26.11769113900766,2.1311569226954435e-6,1.8063221566276868e-5,AT3G62410,CP12;CP12-2,CP12 DOMAIN-CONTAINING PROTEIN 1;CP12 domain-containing protein 2
AT1G06840.1,-0.46885608434536574,0.11532413435173923,5.737032970151659,26.08680347374733,2.1643256201660006e-6,1.8335101408557058e-5,AT1G06840,NA,NA
AT5G08180.1,0.5679903297524512,-0.27049024554049855,5.7367311839510755,26.08526605338664,2.1659899989342973e-6,1.8339952616984504e-5,AT5G08180,NA,NA
AT1G48920.1,0.49823420226265835,-0.05363171927949142,8.544046832581905,26.073312860003142,2.1789740090434903e-6,1.8440596663940352e-5,AT1G48920,ATNUC-L1;NUC-L1;NUC1;PARL1,nucleolin like 1;nucleolin like 1;nucleolin 1;PARALLEL 1
AT4G27730.1,-0.5527304704224129,-0.1684274205622346,4.815375715597254,26.070703555565984,2.1818186675601417e-6,1.8455373512760738e-5,AT4G27730,ATOPT6;OPT6,ARABIDOPSIS THALIANA OLIGOPEPTIDE TRANSPORTER 6;oligopeptide transporter 1
AT3G17998.1,0.724117198002647,-0.08300445006447933,5.471495388419845,26.051910437501892,2.202416880066717e-6,1.8620232092723093e-5,AT3G17998,NA,NA
AT2G45470.1,0.013073495596613456,0.8242026380445637,8.320150432825617,26.05051756855587,2.2039512533391423e-6,1.862383154167216e-5,AT2G45470,AGP8;FLA8,ARABINOGALACTAN PROTEIN 8;FASCICLIN-like arabinogalactan protein 8
AT1G55990.1,-0.5140009653316934,-0.25649892033007843,4.092831645550037,26.038922391141877,2.2167659675634734e-6,1.87227005978375e-5,AT1G55990,NA,NA
AT5G17990.1,-0.3282958644302454,-0.19160426471247252,6.044841441427433,26.024712602842854,2.2325719385027146e-6,1.8846721605480958e-5,AT5G17990,pat1;TRP1,PHOSPHORIBOSYLANTHRANILATE TRANSFERASE 1;tryptophan biosynthesis 1
AT4G18480.1,0.21441775647467456,0.4448680972024597,8.674815413578242,26.00940935915802,2.2497202572717666e-6,1.8981944049175493e-5,AT4G18480,CH-42;CH42;CHL11;CHLI-1;CHLI1;LOST1,CHLORINA 42;CHLORINA 42;NA;NA;NA;low temperature with open-stomata 1
AT1G33110.1,-0.5388315214375783,-0.20055521133124657,4.745906828378348,25.995318419111936,2.26562656180325e-6,1.9106556531994374e-5,AT1G33110,NA,NA
AT1G02340.1,0.949138226301663,-0.11895251490157611,2.1039297428141768,25.993864209426093,2.2672745088911394e-6,1.9110860248300178e-5,AT1G02340,FBI1;HFR1;REP1;RSF1,NA;LONG HYPOCOTYL IN FAR-RED;REDUCED PHYTOCHROME SIGNALING 1;REDUCED SENSITIVITY TO FAR-RED LIGHT 1
AT3G49960.1,-0.7565057097785405,0.17887510124904277,4.164076752441005,25.968607928971572,2.2960875137563854e-6,1.934401912918431e-5,AT3G49960,NA,NA
AT5G59520.1,1.1831297926605342,-0.5309082475536908,3.049618482878451,25.966022271380076,2.2990578814864706e-6,1.9359335013078306e-5,AT5G59520,AtZIP2;ZIP2,NA;ZRT/IRT-like protein 2
AT4G16500.1,-0.6274719794510358,0.14214798277844792,4.8341167237701566,25.962968011333253,2.3025715240144934e-6,1.9379207931823383e-5,AT4G16500,AtCYS4;CYS4,NA;phytocystatin 4
AT5G08790.1,-0.6818945027842849,-0.7615392640158869,6.0549866021624394,25.94845306296356,2.319343163664934e-6,1.951058878638319e-5,AT5G08790,anac081;ATAF2,Arabidopsis NAC domain containing protein 81;NA
AT2G48030.1,-0.684177170216214,0.21222127429140264,5.257742451609639,25.926745388347072,2.3446540486590322e-6,1.971355173787159e-5,AT2G48030,NA,NA
AT1G73200.1,-0.4849992502380808,0.14345458049068008,5.320596436605605,25.9257531171059,2.3458176036672007e-6,1.971355173787159e-5,AT1G73200,NA,NA
AT5G38420.1,-0.7566648753494275,0.22343782193469447,11.866720978999338,25.92466437805433,2.3470949429244234e-6,1.9714423973093695e-5,AT5G38420,RBCS2B,Rubisco small subunit 2B
AT4G26090.1,-0.4053455698991009,-0.2522259880620448,4.3335167830122545,25.921407394996862,2.3509202810761034e-6,1.973668655761992e-5,AT4G26090,RPS2,RESISTANT TO P. SYRINGAE 2
AT1G19900.1,0.557444154637857,0.3178484642991525,2.5138397650276834,25.918735292137654,2.35406333064892e-6,1.9753201744041563e-5,AT1G19900,NA,NA
AT3G58640.1,-0.27033336262082386,-0.1475673605021928,6.457401238832716,25.91681005885174,2.356330482213423e-6,1.976235435382092e-5,AT3G58640,NA,NA
AT4G30340.1,0.31443192049061447,-0.8770906553568666,5.191079197167576,25.913643009910018,2.3600647450614243e-6,1.978379623367608e-5,AT4G30340,ATDGK7;DGK7,diacylglycerol kinase 7;diacylglycerol kinase 7
AT5G14260.3,0.22268293020343097,0.47048609055611856,7.135532163410627,25.84380034935944,2.443937292591878e-6,2.0476659640025414e-5,AT5G14260,NA,NA
AT2G20370.1,-0.10044638200082853,-0.49566925763301656,5.865763664545228,25.839313430081052,2.449426322174452e-6,2.0512419135697218e-5,AT2G20370,AtMUR3;KAM1;MUR3;RSA3,NA;KATAMARI 1;MURUS 3;SHORT ROOT IN SALT MEDIUM 3
AT5G18630.1,-0.5898243206296186,1.0645303792533718,4.925354690154444,25.835670393093324,2.4538920635001065e-6,2.0539577864842197e-5,AT5G18630,NA,NA
AT2G34090.2,0.13287338263138795,0.5225710638618878,4.1450796277132556,25.83177329382167,2.4586782555388064e-6,2.056939044561574e-5,AT2G34090,MEE18,maternal effect embryo arrest 18
AT2G43620.1,-1.0690280717261835,-1.197015552521739,5.806786235903663,25.827959427310486,2.4633712640739802e-6,2.059032463134715e-5,AT2G43620,NA,NA
AT5G63650.1,-0.665907837687185,0.08308866791418298,3.0323457730579055,25.827747818698157,2.4636319131500553e-6,2.059032463134715e-5,AT5G63650,SNRK2-5;SNRK2.5;SRK2H,NA;SNF1-related protein kinase 2.5;SNF1-RELATED PROTEIN KINASE 2H
AT5G50370.1,0.4497805478098293,-0.031112442017813054,4.562078897388068,25.823935199289835,2.4683328378591664e-6,2.061935521789962e-5,AT5G50370,NA,NA
AT2G34590.1,0.43802493938751474,-0.08388476520702227,6.27757770137584,25.816317562901713,2.4777521958046713e-6,2.0687753050359182e-5,AT2G34590,NA,NA
AT4G31390.1,-0.5122028459640454,0.21593779273009,5.75103515255694,25.807812392615233,2.4883114842044e-6,2.075940787746488e-5,AT4G31390,ABC1K1;ACDO1;AtACDO1;PGR6,ABC1-like kinase 1;ABC1-like kinase related to chlorophyll degradation and oxidative stress 1;NA;PROTON GRADIENT REGULATION 6
AT4G02290.1,-0.8883555157193717,0.39634298790136263,6.877789998429613,25.807415177770345,2.488805730413374e-6,2.075940787746488e-5,AT4G02290,AtGH9B13;GH9B13,glycosyl hydrolase 9B13;glycosyl hydrolase 9B13
AT1G13000.1,-0.20719035502189306,-0.28818430484296215,5.154106290258959,25.77039132037212,2.5353074146016802e-6,2.113678871359485e-5,AT1G13000,NA,NA
AT1G07620.1,0.20559258230960972,-1.9124597107633001,2.6252871625826004,25.766551397520153,2.540179782923609e-6,2.1166904847883785e-5,AT1G07620,ATOBGM;TRM32,NA;TON1 Recruiting Motif 32
AT5G01530.1,0.49964010320961555,0.32476419887383207,10.87713227970883,25.75661525922942,2.552830971696061e-6,2.12617786284195e-5,AT5G01530,LHCB4.1,light harvesting complex photosystem II
AT3G23880.1,-0.9558170702298896,1.9878314204589949,3.2489073202706855,25.75050773090279,2.5606386307396104e-6,2.1316238036568244e-5,AT3G23880,NA,NA
AT4G14370.1,-0.5478318900989599,-1.3303374479536703,3.274151291834448,25.74750038471721,2.5644918904444524e-6,2.1337741093400872e-5,AT4G14370,NA,NA
AT2G20230.1,0.008778985407146203,0.4962486439387885,6.37553911123118,25.734826979439838,2.580793908946386e-6,2.146275092890611e-5,AT2G20230,NA,NA
AT3G24090.1,0.1453693323422157,-1.2022846857639773,3.170134596765021,25.722968810566687,2.596141106401072e-6,2.157060688883698e-5,AT3G24090,GFAT,L-glutamine D-fructose-6-phosphate amidotransferase
AT3G12500.1,-0.9000141905888761,0.03431021649862073,6.496221406166362,25.722822404811836,2.5963311583563533e-6,2.157060688883698e-5,AT3G12500,ATHCHIB;B-CHI;CHI-B;HCHIB;PR-3;PR3,basic chitinase;NA;NA;basic chitinase;PATHOGENESIS-RELATED 3;PATHOGENESIS-RELATED 3
AT3G20230.1,0.13681082949405113,0.4292756775474502,6.284514518784476,25.713354275826454,2.608651497133941e-6,2.1662252348172554e-5,AT3G20230,NA,NA
AT5G37710.1,-0.9093337291267204,0.7733863273227188,3.7295716960372562,25.667862262108265,2.6686678809312766e-6,2.2149679709369824e-5,AT5G37710,NA,NA
AT2G41710.3,-0.5188391647577788,0.6557846026120738,5.097633279869615,25.660158338672296,2.6789673112173213e-6,2.2224183635130755e-5,AT2G41710,NA,NA
AT4G32800.1,0.07484968199938263,-0.7975307514941627,3.875228099254187,25.656454553717243,2.6839330672324356e-6,2.2254388744539828e-5,AT4G32800,NA,NA
AT3G01140.1,1.109052325857688,-0.9067654396640533,3.31998046602292,25.64163991510416,2.7038876301288476e-6,2.2408785544417617e-5,AT3G01140,AtMYB106;MYB106;NOK,myb domain protein 106;myb domain protein 106;NOECK
AT5G45250.1,-0.4491060409927135,0.040234501098133105,5.2955868327983415,25.636941137851622,2.710247581046579e-6,2.2450418695267002e-05,AT5G45250,RPS4,RESISTANT TO P. SYRINGAE 4
