genes,logFC,logCPM,LR,PValue,FDR,AGI,symbol2,full_name
AT4G30690.1,-0.857876176450848,6.174474797095037,38.816142703807984,4.6566097318226856e-10,4.331472142020448e-9,AT4G30690,AtIF3- 4;AtINFC-4;SVR9L,Initiation factor 3-4;NA;SVR9-LIKE1
AT4G13930.1,0.8541756716151977,7.537882571396583,38.808713876862214,4.674365253831631e-10,4.345581732103905e-9,AT4G13930,SHM4,serine hydroxymethyltransferase 4
AT2G43800.1,-0.9028802803580189,5.2467399011824964,38.804876352089785,4.683563794861822e-10,4.35172501050242e-9,AT2G43800,NA,NA
AT3G51790.1,0.8340353263082463,4.219149480486388,38.78006628952831,4.743472373809482e-10,4.404952593014123e-9,AT3G51790,AtCCME;ATG1;G1,A. thaliana homolog of E. coli CcmE;transmembrane protein G1P-related 1;transmembrane protein G1P-related 1
AT2G20210.1,-1.137134382378158,2.4960775036312906,38.64067126801964,5.094617395488975e-10,4.728424178277309e-9,AT2G20210,NA,NA
AT5G43630.1,0.9986770527661968,5.363666583709698,38.63629889187193,5.106042947681446e-10,4.736411677421348e-9,AT5G43630,TZP,TANDEM ZINC KNUCKLE PROTEIN
AT3G18035.1,-0.751369202872401,7.345371674763821,38.62501301957423,5.13565301580731e-10,4.761249172877869e-9,AT3G18035,HON4,"NA"
AT5G56270.1,-1.4283266695385246,4.038462936586957,38.59555468594441,5.213753597969576e-10,4.830989889260392e-9,AT5G56270,ATWRKY2;WRKY2,ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 2;WRKY DNA-binding protein 2
AT3G05360.1,1.3922889846506137,3.7796975677484177,38.5752940162843,5.268158212716109e-10,4.878709471632741e-9,AT3G05360,AtRLP30;RLP30,receptor like protein 30;receptor like protein 30
AT5G63860.1,-0.6995475527507501,6.771453699766537,38.56601688235268,5.293258828761736e-10,4.8992537225547325e-9,AT5G63860,AtUVR8;UVR8,UVB-RESISTANCE 8;UVB-RESISTANCE 8
AT4G38200.1,0.6671329036037172,6.382019960891047,38.52655588371154,5.401370990902929e-10,4.996565598908497e-9,AT4G38200,BIG1,BIG1
AT4G03510.1,-1.4162097979049482,3.776752076810837,38.52319663438373,5.410675878788212e-10,5.002418496849928e-9,AT4G03510,ATRMA1;RMA1,NA;RING membrane-anchor 1
AT2G32240.1,1.1545587176692282,8.696464921777418,38.514144345489584,5.435830060607451e-10,5.022910296377589e-9,AT2G32240,NA,NA
AT3G23190.1,1.2417545500162164,3.495786194505364,38.508786766057234,5.450772630913577e-10,5.033948841490774e-9,AT3G23190,NA,NA
AT3G04550.1,-1.2416538178672338,8.105348595960946,38.48756370320723,5.510370079448615e-10,5.086192690365785e-9,AT3G04550,RAF1,Rubisco accumulation factor 1
AT1G21080.3,0.722817865571405,6.016814839885144,38.4648388002806,5.574908380269285e-10,5.142937170793176e-9,AT1G21080,NA,NA
AT3G12610.1,-0.8123064613852724,5.12554131165927,38.442602827597135,5.638790599052858e-10,5.198102282404605e-9,AT3G12610,DRT100,DNA-DAMAGE REPAIR/TOLERATION 100
AT2G32930.2,1.11977776011014,3.6061837751294368,38.44187443497031,5.64089556570248e-10,5.198102282404605e-9,AT2G32930,ZFN2,zinc finger nuclease 2
AT1G73885.1,-0.7514258506387205,6.750680526874297,38.41005468409098,5.733622754858806e-10,5.280653983490849e-9,AT1G73885,NA,NA
AT3G28930.1,1.478184704631306,5.720100280174094,38.376489667234175,5.833090350480416e-10,5.3693197149435895e-9,AT3G28930,AIG2,AVRRPT2-INDUCED GENE 2
AT3G54790.1,-0.8176112491111529,4.55264746026285,38.34985050995235,5.913261876372046e-10,5.44013615888138e-9,AT3G54790,NA,NA
AT2G05310.1,-0.9001889255410213,6.0096055630679865,38.30487008661119,6.051144093179606e-10,5.563939223936738e-9,AT2G05310,NA,NA
AT5G02020.1,-1.8232854510210108,2.764794219106454,38.27510099011113,6.144163299477614e-10,5.64637851575079e-9,AT5G02020,SIS,Salt Induced Serine rich
AT5G43170.1,1.3461155581637627,2.748854621228882,38.26987344808296,6.160644899937895e-10,5.6584293971600165e-9,AT5G43170,AZF3;ZF3,zinc-finger protein 3;zinc-finger protein 3
AT3G13360.1,-0.6619541026802638,5.322340536717645,38.239797045636976,6.256334595516792e-10,5.743178408201452e-9,AT3G13360,WIP3,WPP domain interacting protein 3
AT4G23030.1,2.4414798539949087,1.7101172897980812,38.23845955907261,6.260624269662599e-10,5.7439774498122336e-9,AT4G23030,NA,NA
AT4G13350.1,0.8126803694331075,7.602858939230438,38.23642784824361,6.267146139910685e-10,5.746822489320938e-9,AT4G13350,NIG,NSP (nuclear shuttle protein)-interacting GTPase
AT5G10080.1,-1.0214035491606361,3.0034627188767704,38.18067026779091,6.448809579667847e-10,5.91017742110421e-9,AT5G10080,NA,NA
AT4G14520.1,-0.8971631075069049,3.361870171950771,38.16188206268845,6.511203374348505e-10,5.9641060788266376e-09,AT4G14520,NA,NA
AT5G01950.1,0.7914291478732643,6.040163726371046,38.085353938206545,6.771652891114053e-10,6.199291385167574e-9,AT5G01950,NA,NA
AT1G74670.1,-2.704094327515468,6.04234504979564,38.07598393842312,6.80425048821111e-10,6.2257409559617876e-9,AT1G74670,GASA6,GA-stimulated Arabidopsis 6
AT2G30590.1,0.7085462030254718,5.6381231625932164,38.065422698515754,6.841180706044134e-10,6.256123825848417e-9,AT2G30590,WRKY21,WRKY DNA-binding protein 21
AT3G57020.1,1.0230469987679562,5.562488774668963,38.029505954400705,6.968281545288135e-10,6.368809510792786e-9,AT3G57020,NA,NA
AT3G22830.1,1.466908480941268,2.425334398833456,38.028468761355725,6.971986838709407e-10,6.368809510792786e-9,AT3G22830,AT-HSFA6B;HSFA6B,ARABIDOPSIS THALIANA HEAT SHOCK TRANSCRIPTION FACTOR A6B;heat shock transcription factor  A6B
AT1G78450.1,-1.55085849021302,3.088894840809852,38.01040422917514,7.036838300018448e-10,6.424556880544017e-9,AT1G78450,NA,NA
AT1G10230.1,1.1184627734741102,3.3589759354546262,37.99018996215358,7.110123596310604e-10,6.487939505400425e-9,AT1G10230,ASK18;SK18,SKP1-like 18;SKP1-like 18
AT3G17410.1,0.7947021979665301,6.3272721368381,37.98802938542596,7.118001666981341e-10,6.4916020631715295e-9,AT3G17410,CARK1,putative receptor-like cytoplasmic kinase 1
AT4G35110.3,1.6924039293122153,3.4711519483251476,37.98229464025046,7.138954571200152e-10,6.507178396179672e-9,AT4G35110,NA,NA
AT3G22740.1,-2.0404841671401726,1.6845241381492917,37.96909577733442,7.187413868364576e-10,6.547675500992428e-9,AT3G22740,HMT3,homocysteine S-methyltransferase 3
AT1G14360.1,1.056668708883625,5.242788012355101,37.968074050107084,7.191178819769646e-10,6.547675500992428e-9,AT1G14360,ATUTR3;UTR3,NA;UDP-galactose transporter 3
AT4G37260.1,-1.7621485538930102,5.447086862979386,37.948597914231435,7.26332496955944e-10,6.607820744867124e-9,AT4G37260,ATMYB73;MYB73,NA;myb domain protein 73
AT3G18535.1,-0.8980500194002109,5.050819656362422,37.94812063513418,7.265102039269943e-10,6.607820744867124e-9,AT3G18535,NA,NA
AT5G15840.1,2.367880204920557,3.804716022110525,37.890469300437076,7.482990827827676e-10,6.801859913116152e-9,AT5G15840,BBX1;CO;FG,B-box domain protein 1;CONSTANS;NA
AT3G02070.1,1.0192153619123165,4.8662171351948285,37.889544130906415,7.486540257962834e-10,6.801859913116152e-9,AT3G02070,NA,NA
AT5G63370.1,0.6524707462372492,7.102032099194396,37.86896253498625,7.565939266493261e-10,6.870281823665962e-9,AT5G63370,CDKG1,cyclin-dependent kinase G1
AT5G18590.1,-0.944940077514105,5.818857887803738,37.865038921835904,7.581171063225647e-10,6.880393986554709e-9,AT5G18590,NA,NA
AT1G14780.1,1.4589708455269725,3.5897577932142295,37.85535797351664,7.618884780150295e-10,6.910887981735681e-9,AT1G14780,NA,NA
AT3G62110.1,-0.6716305197710106,5.295078658549744,37.8029801210362,7.826212685574846e-10,7.095118559361675e-9,AT3G62110,NA,NA
AT3G59290.1,0.7674834154787862,5.897497332492941,37.74887843519504,8.046296669394938e-10,7.290708616459847e-9,AT3G59290,NA,NA
AT1G71110.1,0.9944620551145498,3.8324619584109074,37.743013683590036,8.07052350271589e-10,7.308718292297802e-9,AT1G71110,NA,NA
AT3G16760.1,0.7112293067492353,5.745207612626157,37.725496326858554,8.143322073139871e-10,7.370671740661459e-9,AT3G16760,NA,NA
AT1G01560.2,3.0152805147626047,2.7377408001261334,37.71754510916715,8.176582304565169e-10,7.393447421769134e-9,AT1G01560,ATMPK11;MPK11,MAP kinase 11;MAP kinase 11
AT3G17640.1,-1.6028638506786406,3.8684263055729478,37.71737686991978,8.177287522856748e-10,7.393447421769134e-9,AT3G17640,NA,NA
AT3G57830.1,-1.2438298730748985,3.27233335510966,37.71151007122438,8.201917852337774e-10,7.411727703142671e-9,AT3G57830,NA,NA
AT5G49520.1,2.247936472780801,4.776811872227187,37.688021952397065,8.301273242536855e-10,7.497477914052506e-9,AT5G49520,ATWRKY48;WRKY48,ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 48;WRKY DNA-binding protein 48
AT5G25260.1,3.533485252891553,2.5421497671977624,37.67480286161249,8.357719370934767e-10,7.544402348862608e-9,AT5G25260,NA,NA
AT4G04020.1,1.5220427915477877,6.568502678998481,37.66404673595203,8.403931962891808e-10,7.582043665124569e-9,AT4G04020,FIB;FIB1a;PGL35,fibrillin;fibrillin 1a;plastoglobulin 35
AT2G17450.1,-1.012177269468024,4.130841715905346,37.62908104225681,8.555933471978931e-10,7.715036306804834e-9,AT2G17450,RHA3A,RING-H2 finger A3A
AT4G15545.1,-0.685774418549996,8.226241146798468,37.61416643798112,8.621604270863968e-10,7.770082089390761e-9,AT4G15545,NA,NA
AT5G20400.1,1.3550782769250975,4.4919724728837975,37.595358456708865,8.705138044565437e-10,7.841158928185243e-9,AT5G20400,NA,NA
AT5G03540.3,0.6103154916412129,6.560039196438302,37.57954480576827,8.775999578742213e-10,7.90075117488159e-9,AT5G03540,ATEXO70A1;EXO70A1,exocyst subunit exo70 family protein A1;exocyst subunit exo70 family protein A1
AT2G39550.1,0.7515815176814639,4.312574940953922,37.531170473975294,8.996372369672755e-10,8.094807682813745e-9,AT2G39550,ATGGT-IB;GGB;PGGT-I,GERANYLGERANYLTRANSFERASE-I BETA SUBUNIT;NA;NA
AT4G16210.1,0.7448343090217302,4.1538620862518645,37.523509119781664,9.03177892689019e-10,8.12052680621379e-9,AT4G16210,E-COAH-2;ECHIA,ENOYL-COA HYDRATASE 2;enoyl-CoA hydratase/isomerase A
AT1G27930.1,0.7323983318351618,5.470067844136064,37.522894835000585,9.034623847141838e-10,8.12052680621379e-9,AT1G27930,NA,NA
AT1G01550.1,0.6569400701061487,7.411800248013141,37.51992136529833,9.048407483788286e-10,8.128566701612804e-9,AT1G01550,BPS1,BYPASS 1
AT1G53390.1,0.6956653692231691,6.127668985572836,37.51855759564475,9.05473633299236e-10,8.129904631637556e-9,AT1G53390,ABCG24,ATP-binding cassette G24
AT5G03150.1,-0.7891576280927028,4.627521530639378,37.51679910861263,9.062903490506651e-10,8.132890797917802e-9,AT5G03150,JKD,JACKDAW
AT4G33960.1,-1.8658286295983608,1.9693931041496089,37.50427763304189,9.121272155794094e-10,8.180899676731714e-9,AT4G33960,NA,NA
AT1G03850.1,1.4183863338015776,4.258026530822343,37.49005625384606,9.188021526337957e-10,8.236369990445643e-9,AT1G03850,ATGRXS13;GRXS13;ROXY18,glutaredoxin 13;glutaredoxin 13;NA
AT2G45810.1,-0.6360225368164382,6.394886247277587,37.47210130449946,9.272993734336601e-10,8.308107826299763e-9,AT2G45810,NA,NA
AT2G32580.1,0.6823036860750927,5.293712721358887,37.45133807801531,9.372237683693491e-10,8.392549085733846e-9,AT2G32580,NA,NA
AT1G60270.1,0.9333329995395364,4.12493236053734,37.438349790965965,9.434858999519763e-10,8.444123406123202e-9,AT1G60270,BGLU6,beta glucosidase 6
AT5G14230.1,1.1406842270889979,3.409578867890935,37.419017115802596,9.528845652613714e-10,8.523699580311915e-9,AT5G14230,NA,NA
AT4G18670.1,-1.2676013936210888,7.31346676689797,37.40578847755299,9.593696879471282e-10,8.577142835457056e-9,AT4G18670,NA,NA
AT5G16180.1,-0.8624101331136892,4.808528024030948,37.38808480036841,9.681178217914957e-10,8.65075068525284e-9,AT5G16180,ATCRS1;CRS1,ARABIDOPSIS ORTHOLOG OF MAIZE CHLOROPLAST SPLICING FACTOR CRS1;ortholog of maize chloroplast splicing factor CRS1
AT3G22760.1,-1.0601051329871063,3.707149708007948,37.37228353606212,9.759933287392303e-10,8.716486937528086e-9,AT3G22760,SOL1,"NA"
AT1G01010.1,0.9831256866811597,3.677973019719585,37.36872854033683,9.777739946331766e-10,8.727749912775098e-9,AT1G01010,ANAC001;NAC001;NTL10,NAC domain containing protein 1;NAC domain containing protein 1;NA
AT4G36210.3,0.7269278728134007,6.4615251619494,37.35253215951158,9.859278762193815e-10,8.795858944561546e-9,AT4G36210,NA,NA
AT2G36360.5,0.6916707626218228,4.759852688681818,37.34558223907751,9.894475757029015e-10,8.822574216684204e-9,AT2G36360,NA,NA
AT1G05630.1,0.8180685254143182,5.351314899837252,37.34364109864906,9.904328874860144e-10,8.826674841844856e-9,AT1G05630,5PTASE13;AT5PTASE13,inositol-polyphosphate 5-phosphatase 13;Arabidopsis thaliana inositol-polyphosphate 5-phosphatase 13
AT3G02910.1,0.9736442778071833,6.258093968502442,37.32450819761986,1.0001973566906989e-9,8.908968926323993e-9,AT3G02910,NA,NA
AT5G49160.1,-0.7232441634070671,6.254424888562471,37.31913771800586,1.0029554627931284e-9,8.928801706127062e-9,AT5G49160,DDM2;DMT01;DMT1;MET1;MET2;METI,DECREASED DNA METHYLATION 2;DNA METHYLTRANSFERASE 01;DNA METHYLTRANSFERASE 1;methyltransferase 1;METHYLTRANSFERASE 2;METHYLTRANSFERASE I
AT1G03350.1,0.6554373406666195,5.677692954334018,37.29930921157225,1.0132048736793858e-9,9.015269424226696e-9,AT1G03350,NA,NA
AT1G17330.1,0.8277386844855698,4.423945639976692,37.287131518201285,1.0195514711819195e-9,9.066937620108558e-9,AT1G17330,NA,NA
AT3G53460.4,-1.0085113574507092,10.365687215423197,37.25827478835721,1.0347499827718025e-9,9.197230137874872e-9,AT3G53460,CP29,chloroplast RNA-binding protein 29
AT5G11720.1,-0.7515762356627667,5.922654825125787,37.24432505673362,1.0421782775809957e-9,9.258356893222182e-9,AT5G11720,AGLU1,alpha-glucosidase
AT5G51710.1,0.8642875049030987,3.8941312038921447,37.226849805058606,1.051559313156883e-9,9.336757347633444e-9,AT5G51710,ATKEA5;KEA5,ARABIDOPSIS THALIANA K+ EFFLUX ANTIPORTER 5;K+ efflux antiporter 5
AT1G21600.1,-0.7777044377097441,6.868082161693652,37.2183947630721,1.0561284373551936e-9,9.372372751785473e-9,AT1G21600,PTAC6,plastid transcriptionally active 6
AT4G14370.1,2.400708385953745,3.274151291834448,37.21348492511443,1.0587908427704711e-9,9.391038736906624e-9,AT4G14370,NA,NA
AT2G30140.1,1.7526628977511651,5.8307502652924645,37.21204331532323,1.0595738446005495e-9,9.393024282556534e-9,AT2G30140,UGT87A2,UDP-glucosyl transferase 87A2
AT5G25190.1,-2.363920270002971,2.2514397045468857,37.21074381248178,1.0602801587324128e-9,9.394328262946099e-9,AT5G25190,ESE3,ethylene and salt inducible 3
AT1G30000.1,0.6399580098663591,5.215186146975692,37.19390310569726,1.0694762824777646e-9,9.46959693863258e-9,AT1G30000,MNS3,alpha-mannosidase 3
AT5G42140.1,0.6982608283614483,4.575933098721171,37.193125786730484,1.0699026721545709e-9,9.46959693863258e-9,AT5G42140,NA,NA
AT5G64330.1,-0.6822304995432054,5.4593434424743545,37.18718489103864,1.0731671110448053e-9,9.493488308816054e-9,AT5G64330,JK218;NPH3;RPT3,NA;NON-PHOTOTROPIC HYPOCOTYL 3;ROOT PHOTOTROPISM 3
AT3G01640.1,0.780837126950919,4.74995485688184,37.18610034020522,1.0737641321095232e-9,9.493770344898884e-9,AT3G01640,ATGLCAK;GLCAK,ARABIDOPSIS THALIANA GLUCURONOKINASE;glucuronokinase G
AT1G29700.1,-0.8706085402219754,5.2136927864417215,37.18008182655202,1.0770832379758025e-9,9.518106951475806e-9,AT1G29700,NA,NA
AT2G23200.1,0.8080713021930853,5.547106813031986,37.164449737509734,1.0857521337605892e-9,9.589668819686717e-9,AT2G23200,NA,NA
AT1G21520.1,1.7599918194403652,2.2312920136247154,37.15021734124659,1.0937055613392697e-9,9.654839582206196e-9,AT1G21520,NA,NA
AT4G31390.1,-0.7093986260567615,5.75103515255694,37.132271430485616,1.1038174001754556e-9,9.738985559636282e-9,AT4G31390,ABC1K1;ACDO1;AtACDO1;PGR6,ABC1-like kinase 1;ABC1-like kinase related to chlorophyll degradation and oxidative stress 1;NA;PROTON GRADIENT REGULATION 6
AT4G26370.1,-0.8598979633299423,5.987527133345925,37.12222218889501,1.1095205956089592e-9,9.784166134191552e-9,AT4G26370,NA,NA
AT3G22231.1,1.9303417571137382,8.301844791290252,37.10918345328767,1.1169644016613643e-9,9.844640599952392e-9,AT3G22231,PCC1,PATHOGEN AND CIRCADIAN CONTROLLED 1
AT5G16030.3,-1.7954750882751738,6.2765333212739725,37.09827520393642,1.123230316051646e-9,9.89467544800818e-9,AT5G16030,NA,NA
AT5G03160.1,0.7596140164613993,4.908429361524163,37.0940320962721,1.1256771378877605e-9,9.911032620218285e-9,AT5G03160,ATP58IPK;P58IPK,homolog of mamallian P58IPK;homolog of mamallian P58IPK
AT4G23810.1,3.105231444465588,5.417969386699313,37.08848464373685,1.1288841721935613e-9,9.934062445615315e-9,AT4G23810,ATWRKY53;WRKY53,NA;NA
AT4G21870.1,2.296606169430733,6.070134531263382,37.085242885080945,1.1307624965872903e-9,9.945381769722457e-9,AT4G21870,NA,NA
AT1G33960.1,4.99401290513341,3.1863894915708606,37.083829167493754,1.1315826056878791e-9,9.947386809498001e-9,AT1G33960,AIG1,AVRRPT2-INDUCED GENE 1
AT4G34730.1,-0.8085840375247898,4.692735101496668,37.05924789716385,1.145937984605117e-9,1.0068311821852178e-8,AT4G34730,RBF1,RbfA domain-containing protein 1
AT3G60340.1,-0.6936540824629782,5.070614052838897,37.05140252858532,1.1505579291706126e-9,1.0103618741315797e-8,AT3G60340,NA,NA
AT4G05020.2,1.966921463378395,4.699069254049562,37.032205010906445,1.1619416792107207e-9,1.0194162753269547e-8,AT4G05020,NDB2,NAD(P)H dehydrogenase B2
AT3G17840.1,-0.8010351252179816,5.159718230209827,37.03196893646222,1.1620823663617586e-9,1.0194162753269547e-8,AT3G17840,RLK902,receptor-like kinase 902
AT1G51850.1,1.7922835056318358,5.695625580283569,37.02818276248053,1.164341045794687e-9,1.0208645735023458e-8,AT1G51850,SIF2,stress induced factor 2
AT5G39500.1,0.6755039667043848,5.663654965106945,37.01881067745139,1.1699509807477091e-9,1.0252481234001444e-8,AT5G39500,ERMO1;GNL1,ENDOPLASMIC RETICULUM MORPHOLOGY 1;GNOM-like 1
AT1G60600.2,-0.8627890761038384,4.962654284503937,37.00760056260875,1.1766966788210323e-9,1.0306218721331868e-8,AT1G60600,ABC4,ABERRANT CHLOROPLAST DEVELOPMENT 4
AT3G51580.2,0.6293141462209759,5.085122769053691,37.00533927414508,1.178062124374677e-9,1.031280126491412e-8,AT3G51580,NA,NA
AT3G43510.1,0.8414360871270841,3.796663679702256,36.997907832156216,1.1825606745225897e-9,1.034678998505468e-8,AT3G43510,NA,NA
AT1G53710.1,0.6587024537594707,4.666615049217786,36.965456414356325,1.2024072328285692e-9,1.0514960491560194e-8,AT1G53710,NA,NA
AT5G54140.1,1.1161277946777495,3.0006806736501925,36.96226723004397,1.2043755743546953e-9,1.0526693690730763e-8,AT5G54140,ILL3,IAA-leucine-resistant (ILR1)-like 3
AT3G60965.1,1.1158512659614837,4.147465213563579,36.951297734935324,1.2111705335368303e-9,1.058057919546813e-8,AT3G60965,NA,NA
AT5G55850.2,0.7575459677986592,6.825365778613327,36.94546426083924,1.2147996491532738e-9,1.06067667911257e-8,AT5G55850,NOI,"NA"
AT4G37980.1,-0.8575878824156445,6.0905491507529605,36.92687101750995,1.2264396781000333e-9,1.0700669368984684e-8,AT4G37980,ATCAD7;CAD7;ELI3;ELI3-1,NA;CINNAMYL-ALCOHOL DEHYDROGENASE 7;ELICITOR-ACTIVATED GENE 3;elicitor-activated gene 3-1
AT1G08910.1,-0.7120520525547295,5.330188250622112,36.92625324700354,1.2268283352976073e-9,1.0700669368984684e-8,AT1G08910,PIAL1,PROTEIN INHIBITOR OF ACTIVATED STAT LIKE 1
AT5G60860.1,1.3916113593557633,3.8639184406047673,36.86635295008465,1.2651050224566548e-9,1.1028800867799348e-8,AT5G60860,AtRABA1f;RABA1f,RAB GTPase homolog A1F;RAB GTPase homolog A1F
AT3G11330.1,0.9815530510628296,5.874179099080139,36.86367419255797,1.2668444258809448e-9,1.1038236260567424e-8,AT3G11330,PIRL9,plant intracellular ras group-related LRR 9
AT3G08510.1,-0.7267050933181068,7.754746224036028,36.843132802741366,1.2802624391353855e-9,1.1149366881822366e-8,AT3G08510,ATPLC2;PLC2,phospholipase C 2;phospholipase C 2
AT4G24415.1,1.005914620568979,2.7310467792154034,36.83904310531739,1.28295084291561e-9,1.1166990264320898e-8,AT4G24415,MIR824A,microRNA824A
AT4G01400.1,0.7277345054424076,5.767856785488945,36.83063547718392,1.2884954501303494e-9,1.1209443328192511e-8,AT4G01400,NA,NA
AT3G10525.1,-1.0256134440291422,5.103383456326814,36.8039508579128,1.3062526679311469e-9,1.1355485968617263e-8,AT3G10525,LGO;SMR1,LOSS OF GIANT CELLS FROM ORGANS;SIAMESE RELATED 1
AT4G26910.1,1.034428793781415,6.753371461447174,36.80338093258374,1.3066345840429292e-9,1.1355485968617263e-8,AT4G26910,NA,NA
AT5G53020.1,-0.7184445757001964,4.271598654632605,36.780445912233915,1.3220968462458948e-9,1.1483921882153458e-8,AT5G53020,NA,NA
AT1G28100.4,-0.879829910063745,3.844541899515632,36.7541664284856,1.340039232365498e-9,1.1633756622484756e-8,AT1G28100,NA,NA
AT1G71820.2,0.7088190793948255,6.840916479035632,36.743892222202604,1.3471200855500251e-9,1.1689189213406443e-8,AT1G71820,SEC6,"NA"
AT1G59580.1,0.6370213388942494,5.160668967708558,36.74215505274272,1.3483210180908468e-9,1.169356984146006e-8,AT1G59580,ATMPK2;MPK2,mitogen-activated protein kinase homolog 2;mitogen-activated protein kinase homolog 2
AT5G02010.1,-1.0236503754432669,3.7541376790581222,36.683330962129254,1.3896260117927102e-9,1.2045576559394086e-8,AT5G02010,ATROPGEF7;ROPGEF7,NA;ROP (rho of plants) guanine nucleotide exchange factor 7
AT4G27740.1,1.0060126920524979,3.496782104731483,36.67724392824946,1.3939718782884113e-9,1.2077015772752462e-8,AT4G27740,NA,NA
AT5G10150.1,-1.5856905648313524,3.350760365926195,36.58528800233954,1.4613045602714579e-9,1.2653842942268155e-8,AT5G10150,NA,NA
AT3G25610.1,1.6363709670713225,5.328320466057996,36.56199201989426,1.4788734605659503e-9,1.279937932202339e-8,AT3G25610,ALA10,Aminophospholipid ATPase10
AT2G28790.1,-0.7496326459446467,4.326367864828313,36.5445859388152,1.4921383439764667e-9,1.2907534521349466e-8,AT2G28790,NA,NA
AT3G47480.1,2.9502628273722182,2.780581635006289,36.54001695947904,1.495639983808791e-9,1.2931166283069416e-8,AT3G47480,NA,NA
AT1G74840.1,-0.6325975940765908,6.322534399327257,36.533225839906166,1.5008598688735295e-9,1.2969621881279023e-8,AT1G74840,NA,NA
AT1G25580.1,0.77854403497723,4.370719852049483,36.52552745664183,1.5067991706772277e-9,1.3014251551777249e-8,AT1G25580,ANAC008;SOG1,Arabidopsis NAC domain containing protein 8;SUPPRESSOR OF GAMMA RADIATION 1
AT5G07070.1,1.1454063836009407,2.4653783713551145,36.515259292546055,1.514757703052797e-9,1.3076266522910553e-8,AT5G07070,CIPK2;SnRK3.2,CBL-interacting protein kinase 2;SNF1-RELATED PROTEIN KINASE 3.2
AT4G18370.1,-0.7338457096992772,5.560678514962588,36.509873397943934,1.518948955629041e-9,1.3105713151316005e-8,AT4G18370,DEG5;DEGP5;HHOA,degradation of periplasmic proteins 5;DEGP PROTEASE 5;PROTEASE HHOA PRECUSOR
AT1G19330.3,-1.0053987691361363,3.5112929711727854,36.49320341671269,1.5319951115744626e-9,1.3211491724506878e-8,AT1G19330,NA,NA
AT2G42760.1,1.0243146446130043,3.1887903272572977,36.4753663745973,1.5460789068241002e-9,1.3326105467284792e-8,AT2G42760,NA,NA
AT3G49210.1,0.9599247301746144,3.85315444087444,36.47188483322012,1.5488429514435759e-9,1.3343083457077245e-8,AT3G49210,NA,NA
AT4G37550.1,-0.6153309632282932,4.785444562818533,36.46513972880299,1.554212071482183e-9,1.338247493020461e-8,AT4G37550,NA,NA
AT3G10230.1,-0.7352059882654681,5.259746566802053,36.416661693436026,1.5933529633690045e-9,1.3712467434239706e-8,AT3G10230,AtLCY;LYC;SZL1,NA;lycopene cyclase;SUPPRESSOR OF ZEAXANTHIN-LESS 1
AT5G12110.1,2.0125392635314885,4.322314542065205,36.375579834466755,1.6272938725100295e-9,1.3997393632512026e-8,AT5G12110,NA,NA
AT1G13750.1,0.933448227724989,3.3910206692451705,36.342030911363565,1.655547548454957e-9,1.423313370854392e-8,AT1G13750,ATPAP1;PAP1,ARABIDOPSIS THALIANA PURPLE ACID PHOSPHATASE 1;PURPLE ACID PHOSPHATASE 1
AT4G22580.1,0.9162908745464534,4.720186357377259,36.33441606730061,1.662028586037156e-9,1.4281543844930018e-8,AT4G22580,NA,NA
AT4G11360.1,-0.9658036254042617,4.434610848287947,36.314042636600206,1.6794937163177976e-9,1.442424076708726e-8,AT4G11360,RHA1B,RING-H2 finger A1B
AT4G38790.1,0.7561857054647289,4.84798819945003,36.26382617272856,1.7233305487098212e-9,1.4793168057116141e-08,AT4G38790,NA,NA
AT3G26115.2,1.0761198571016521,3.093737850131111,36.26109478876947,1.725747517142725e-9,1.48063496120943e-8,AT3G26115,NA,NA
AT4G26060.1,1.4156185168230409,3.9870849839744404,36.25095733338871,1.7347477425421009e-9,1.4875971070426112e-8,AT4G26060,NA,NA
AT4G16660.1,0.7053197072107541,7.37657768264826,36.24787057518879,1.7374975481971974e-9,1.4891949649063633e-8,AT4G16660,HSP70,heat shock protein 70
AT5G17060.1,0.8739638456912282,3.5468651086302003,36.12830586851039,1.8474373952290094e-9,1.5826160531592108e-8,AT5G17060,ARFB1B;ATARFB1B,ADP-ribosylation factor B1B;ADP-ribosylation factor B1B
AT3G20230.1,-0.6900574797347057,6.284514518784476,36.121289302401266,1.8541013506939692e-9,1.587515218670132e-8,AT3G20230,NA,NA
AT5G53370.1,0.8980703840903292,6.654034897604135,36.11827963403486,1.8569671425001788e-9,1.5891589927081256e-8,AT5G53370,ATPMEPCRF;PMEPCRF,PECTIN METHYLESTERASE PCR FRAGMENT F;pectin methylesterase PCR fragment F
AT1G75690.1,-0.7083280264892124,6.419227006703298,36.116167599777484,1.8589808593641082e-9,1.5900722737503896e-8,AT1G75690,LQY1,LOW QUANTUM YIELD OF PHOTOSYSTEM II 1
AT3G52230.1,-0.7288787455217706,6.800198877436949,36.09485687309035,1.879422294230895e-9,1.606738682991593e-8,AT3G52230,NA,NA
AT2G40330.1,1.0663265060403113,4.361423838609148,36.082147927344906,1.8917198049010403e-9,1.61642934906066e-8,AT2G40330,PYL6;RCAR9,PYR1-like 6;regulatory components of ABA receptor 9
